! AeroL.Airfoil V2.0.0 Powered by Zhao Zizhen
This file targets OpenWECD 1.0.2+ and stores the quasi-steady polar table used by AeroL.
===========  Airfoil information  (General data)  ===========
96.6                Thickness      - airfoil thickness to chord ratio (%)
1          ReyNum        - Reynolds number (-)
41.667                PMCentre       - pitching moment reference position (%)
"./IEA-15-240-RWT_AF02_Coords.txt"                Geometry       - airfoil geometry coordinate file
===========  Airfoil data  (Aerofoil Database) ===========
 1    InterpOrd  - Interpolation order to use for quasi-steady table lookup {1=linear; 2=cubic spline; default=1}
        200   NumAlf            ! Number of data lines in the following table
    Alpha      Cl      Cd        Cm
 -19.696970   -0.108411    0.335881   -0.001539
 -19.090910   -0.104794    0.335884   -0.001745
 -18.484848   -0.106281    0.335348   -0.001962
 -17.878788   -0.103581    0.335266   -0.002103
 -17.272728   -0.103430    0.334938   -0.002198
 -16.666666   -0.103391    0.334624   -0.002275
 -16.060606   -0.100442    0.334589   -0.002334
 -15.454545   -0.099578    0.334300   -0.002443
 -14.848485   -0.097859    0.334098   -0.002558
 -14.242424   -0.094437    0.334043   -0.002643
 -13.636364   -0.091341    0.333924   -0.002802
 -13.030303   -0.089331    0.333719   -0.002907
 -12.424242   -0.084224    0.333745   -0.003083
 -11.818182   -0.080959    0.333616   -0.003201
 -11.212121   -0.076155    0.333553   -0.003289
 -10.606061   -0.073826    0.333336   -0.003220
 -10.000000   -0.072034    0.333224   -0.002975
  -9.393939   -0.067611    0.333200   -0.002976
  -8.787879   -0.060358    0.333203   -0.003481
  -8.181818   -0.050180    0.333267   -0.004274
  -7.575758   -0.041679    0.333355   -0.004863
  -6.969697   -0.033378    0.333413   -0.005464
  -6.363636   -0.024463    0.333480   -0.006139
  -5.757576   -0.016396    0.333585   -0.006634
  -5.151515   -0.008014    0.333628   -0.007357
  -4.545455   -0.000479    0.333697   -0.007896
  -3.939394   -0.000052    0.333782   -0.008234
  -3.333333    0.004785    0.333804   -0.008440
  -2.727273    0.016247    0.333870   -0.008388
  -2.121212    0.020940    0.333936   -0.008341
  -1.515152    0.025164    0.333946   -0.008306
  -0.909091    0.028975    0.333995   -0.008235
  -0.303030    0.032522    0.334006   -0.008158
   0.303030    0.036937    0.334036   -0.008130
   0.909091    0.041966    0.334056   -0.008126
   1.515152    0.047287    0.334072   -0.008162
   2.121212    0.052346    0.334083   -0.008214
   2.727273    0.057612    0.334099   -0.008233
   3.333333    0.062818    0.334128   -0.008305
   3.939394    0.068049    0.334120   -0.008345
   4.545455    0.073307    0.334137   -0.008437
   5.151515    0.078591    0.334154   -0.008481
   5.757576    0.083874    0.334138   -0.008545
   6.363636    0.089141    0.334163   -0.008601
   6.969697    0.094461    0.334158   -0.008639
   7.575758    0.100019    0.334142   -0.008727
   8.181818    0.105172    0.334147   -0.008719
   8.787879    0.110798    0.334118   -0.008766
   9.393939    0.115623    0.334081   -0.008744
  10.000000    0.118910    0.334035   -0.008585
  10.606061    0.123426    0.333907   -0.008457
  11.212121    0.125236    0.333745   -0.007739
  11.818182    0.127132    0.333564   -0.006900
  12.424242    0.131035    0.333262   -0.006209
  13.030303    0.136617    0.332904   -0.005783
  13.636364    0.144312    0.332423   -0.005637
  14.242424    0.149509    0.332170   -0.005394
  14.848485    0.154417    0.331946   -0.005184
  15.454545    0.159278    0.331774   -0.005038
  16.060606    0.162398    0.331781   -0.004870
  16.666666    0.167203    0.331702   -0.004704
  17.272728    0.172707    0.331585   -0.004637
  17.878788    0.173631    0.331920   -0.004573
  18.484848    0.173958    0.332137   -0.004321
  19.090910    0.175646    0.332208   -0.004121
  19.696970    0.176743    0.332363   -0.004016
  20.303030    0.175742    0.332657   -0.004038
  20.909090    0.173101    0.333015   -0.004042
  21.515152    0.171477    0.333267   -0.004149
  22.121212    0.171349    0.333347   -0.004372
  22.727272    0.172233    0.333323   -0.004697
  23.333334    0.173396    0.333324   -0.005059
  23.939394    0.174597    0.333311   -0.005529
  24.545454    0.172152    0.333660   -0.006132
  25.151516    0.167540    0.334492   -0.007004
  25.757576    0.162344    0.335487   -0.007985
  26.363636    0.157093    0.336516   -0.008969
  26.969696    0.151878    0.337522   -0.009957
  27.575758    0.146687    0.338520   -0.010938
  28.181818    0.141234    0.339515   -0.011923
  28.787878    0.135545    0.340505   -0.012945
  29.393940    0.129824    0.341528   -0.013990
  30.000000    0.125543    0.342795   -0.014453
  33.000000    0.111129    0.350042   -0.015683
  36.000000    0.104917    0.354431   -0.016914
  39.000000    0.097012    0.359422   -0.018193
  42.000000    0.091363    0.365056   -0.018917
  45.000000    0.086306    0.370847   -0.019614
  48.000000    0.080945    0.376616   -0.020295
  51.000000    0.075417    0.382379   -0.021082
  54.000000    0.069741    0.388056   -0.021857
  57.000000    0.064174    0.393989   -0.022665
  60.000000    0.058860    0.400502   -0.023472
  63.000000    0.052777    0.404913   -0.024405
  66.000000    0.046859    0.409871   -0.025336
  69.000000    0.041115    0.415531   -0.026267
  72.000000    0.035223    0.419462   -0.027258
  75.000000    0.029215    0.422789   -0.028265
  78.000000    0.023200    0.426922   -0.029289
  81.000000    0.017371    0.430531   -0.030293
  84.000000    0.011901    0.431821   -0.031205
  87.000000    0.006158    0.434040   -0.032145
  90.000000    0.000091    0.437208   -0.033084
  93.000000   -0.004154    0.434041   -0.033220
  96.000000   -0.008173    0.431821   -0.033356
  99.000000   -0.012000    0.430531   -0.033568
 102.000000   -0.016080    0.426922   -0.033438
 105.000000   -0.020292    0.422788   -0.033208
 108.000000   -0.024498    0.419462   -0.033033
 111.000000   -0.028620    0.415531   -0.032784
 114.000000   -0.032633    0.409871   -0.032496
 117.000000   -0.036767    0.404914   -0.032208
 120.000000   -0.041017    0.400504   -0.031855
 123.000000   -0.044746    0.393991   -0.031794
 126.000000   -0.048653    0.388056   -0.031672
 129.000000   -0.052636    0.382379   -0.031327
 132.000000   -0.056662    0.376371   -0.031846
 135.000000   -0.060668    0.370247   -0.032355
 138.000000   -0.064466    0.364100   -0.032864
 141.000000   -0.068869    0.358222   -0.034454
 144.000000   -0.074704    0.352937   -0.038494
 147.000000   -0.079363    0.350009   -0.042483
 150.000000   -0.100004    0.341258   -0.046984
 153.000000   -0.107281    0.337359   -0.053358
 156.000000   -0.114559    0.332851   -0.060007
 159.000000   -0.121836    0.327704   -0.066656
 162.000000   -0.111825    0.327859   -0.059813
 165.000000   -0.093169    0.330349   -0.046223
 168.000000   -0.074512    0.330380   -0.031759
 171.000000   -0.055821    0.329419   -0.020113
 174.000000   -0.037063    0.330166   -0.013329
 177.000000   -0.018305    0.330626   -0.006546
 180.000000    0.000090    0.330799   -0.000090
 ------------------------------------------------------------------------------
