! AeroL.Airfoil V2.0.0 Powered by Zhao Zizhen
IEA_15MW_VolturnUS_S 模型
===========  Airfoil information  (General data)  ===========
88.7                Thickness      - airfoil thickness to chord ratio (%)
1          ReyNum        - Reynolds number (-)
41.667                PMCentre       - pitching moment reference position (%)
"./IEA-15-240-RWT_AF03_Coords.txt"                Geometry       - airfoil geometry coordinate file
===========  Airfoil data  (Aerofoil Database) ===========
 1    InterpOrd - 准稳态翼型表插值阶数 {1=linear; 2=cubic spline}
        200   NumAlf            ! Number of data lines in the following table
    Alpha      Cl      Cd        Cm
 -48.000000   -0.189793    0.438502    0.003675
 -45.000000   -0.203177    0.418144    0.003312
 -42.000000   -0.215899    0.397763    0.002955
 -39.000000   -0.230596    0.378318    0.002753
 -36.000000   -0.249960    0.360868    0.002926
 -33.000000   -0.265574    0.350124    0.011479
 -30.000000   -0.275045    0.337230    0.020386
 -29.393940   -0.270131    0.340334    0.019186
 -28.787878   -0.265290    0.343222    0.017986
 -28.181818   -0.260517    0.345357    0.016787
 -27.575758   -0.264074    0.344748    0.015449
 -26.969696   -0.271246    0.341723    0.014053
 -26.363636   -0.278497    0.338674    0.012657
 -25.757576   -0.285830    0.335602    0.011261
 -25.151516   -0.293252    0.332510    0.009864
 -24.545454   -0.300770    0.329398    0.008468
 -23.939394   -0.308490    0.326232    0.007051
 -23.333334   -0.317247    0.322712    0.005441
 -22.727272   -0.326163    0.319168    0.003832
 -22.121212   -0.335253    0.315601    0.002222
 -21.515152   -0.342702    0.312013    0.000547
 -20.909090   -0.349135    0.308404   -0.000532
 -20.303030   -0.355569    0.304774   -0.002268
 -19.696970   -0.356971    0.301832   -0.004459
 -19.090910   -0.346027    0.301744   -0.005084
 -18.484848   -0.349698    0.299990   -0.005741
 -17.878788   -0.341360    0.299641   -0.006192
 -17.272728   -0.340231    0.298533   -0.006518
 -16.666666   -0.339422    0.297468   -0.006791
 -16.060606   -0.330280    0.297266   -0.007013
 -15.454545   -0.327237    0.296288   -0.007349
 -14.848485   -0.321760    0.295575   -0.007697
 -14.242424   -0.311407    0.295314   -0.007962
 -13.636364   -0.302050    0.294865   -0.008418
 -13.030303   -0.295846    0.294149   -0.008710
 -12.424242   -0.280774    0.294147   -0.009204
 -11.818182   -0.270530    0.293671   -0.009529
 -11.212121   -0.254353    0.293406   -0.009768
 -10.606061   -0.246573    0.292668   -0.009555
 -10.000000   -0.240599    0.292253   -0.008840
  -9.393939   -0.225842    0.292125   -0.009088
  -8.787879   -0.201726    0.292080   -0.010777
  -8.181818   -0.168257    0.292221   -0.013289
  -7.575758   -0.140296    0.292451   -0.015283
  -6.969697   -0.112996    0.292594   -0.017342
  -6.363636   -0.083944    0.292763   -0.019610
  -5.757576   -0.057707    0.293054   -0.021347
  -5.151515   -0.030769    0.293165   -0.023712
  -4.545455   -0.006728    0.293353   -0.025547
  -3.939394   -0.001773    0.293591   -0.026808
  -3.333333    0.014291    0.293650   -0.027691
  -2.727273    0.049006    0.293841   -0.027767
  -2.121212    0.066604    0.294032   -0.027600
  -1.515152    0.082982    0.294058   -0.027499
  -0.909091    0.096462    0.294204   -0.027307
  -0.303030    0.108612    0.294236   -0.027111
   0.303030    0.123742    0.294325   -0.027081
   0.909091    0.140874    0.294387   -0.027133
   1.515152    0.158925    0.294438   -0.027310
   2.121212    0.176144    0.294472   -0.027539
   2.727273    0.193997    0.294525   -0.027660
   3.333333    0.211648    0.294618   -0.027944
   3.939394    0.229369    0.294597   -0.028127
   4.545455    0.247144    0.294655   -0.028462
   5.151515    0.264992    0.294715   -0.028651
   5.757576    0.282805    0.294674   -0.028894
   6.363636    0.300547    0.294759   -0.029106
   6.969697    0.318436    0.294753   -0.029261
   7.575758    0.337018    0.294718   -0.029563
   8.181818    0.354299    0.294747   -0.029561
   8.787879    0.373026    0.294675   -0.029724
   9.393939    0.389162    0.294584   -0.029664
  10.000000    0.400404    0.294467   -0.029180
  10.606061    0.415373    0.294114   -0.028780
  11.212121    0.421698    0.293667   -0.026566
  11.818182    0.428131    0.293181   -0.023999
  12.424242    0.440736    0.292343   -0.021892
  13.030303    0.458623    0.291337   -0.020591
  13.636364    0.483152    0.289974   -0.020098
  14.242424    0.499872    0.289305   -0.019325
  14.848485    0.515809    0.288714   -0.018669
  15.454545    0.531639    0.288290   -0.018196
  16.060606    0.541833    0.288430   -0.017659
  16.666666    0.557680    0.288326   -0.017139
  17.272728    0.576224    0.288089   -0.016910
  17.878788    0.579564    0.289277   -0.016694
  18.484848    0.578609    0.290101   -0.015961
  19.090910    0.581434    0.290450   -0.015397
  19.696970    0.582563    0.291048   -0.015113
  20.303030    0.578237    0.292080   -0.015223
  20.909090    0.569763    0.293306   -0.015296
  21.515152    0.564203    0.294165   -0.015670
  22.121212    0.562927    0.294420   -0.016390
  22.727272    0.564548    0.294531   -0.017411
  23.333334    0.566969    0.295042   -0.018545
  23.939394    0.569496    0.295515   -0.019999
  24.545454    0.562282    0.297033   -0.021879
  25.151516    0.548943    0.299931   -0.024578
  25.757576    0.533931    0.303299   -0.027624
  26.363636    0.518760    0.306764   -0.030700
  26.969696    0.503694    0.310163   -0.033806
  27.575758    0.488696    0.313537   -0.036911
  28.181818    0.471207    0.316905   -0.040049
  28.787878    0.452061    0.320259   -0.043321
  29.393940    0.432988    0.323710   -0.046689
  30.000000    0.418831    0.327855   -0.048209
  33.000000    0.371571    0.350516   -0.052332
  36.000000    0.350699    0.365366   -0.056459
  39.000000    0.324449    0.382024   -0.060733
  42.000000    0.305523    0.400762   -0.063200
  45.000000    0.288540    0.420045   -0.065556
  48.000000    0.270589    0.439281   -0.067861
  51.000000    0.252105    0.458497   -0.070497
  54.000000    0.233135    0.477428   -0.073092
  57.000000    0.214511    0.497178   -0.075791
  60.000000    0.196690    0.518789   -0.078486
  63.000000    0.176374    0.533556   -0.081584
  66.000000    0.156581    0.550076   -0.084679
  69.000000    0.137342    0.568865   -0.087775
  72.000000    0.117613    0.581971   -0.091057
  75.000000    0.097508    0.593070   -0.094396
  78.000000    0.077382    0.606795   -0.097789
  81.000000    0.057865    0.618778   -0.101113
  84.000000    0.039528    0.623092   -0.104138
  87.000000    0.020323    0.630461   -0.107250
  90.000000    0.000071    0.640990   -0.110364
  93.000000   -0.014102    0.630462   -0.110839
  96.000000   -0.027540    0.623093   -0.111314
  99.000000   -0.040370    0.618778   -0.112035
 102.000000   -0.054033    0.606794   -0.111631
 105.000000   -0.068123    0.593069   -0.110897
 108.000000   -0.082199    0.581970   -0.110337
 111.000000   -0.096002    0.568863   -0.109536
 114.000000   -0.109443    0.550077   -0.108600
 117.000000   -0.123271    0.533559   -0.107665
 120.000000   -0.137466    0.518796   -0.106523
 123.000000   -0.149972    0.497183   -0.106329
 126.000000   -0.163040    0.477430   -0.105948
 129.000000   -0.176351    0.458496   -0.104866
 132.000000   -0.189795    0.438499   -0.106574
 135.000000   -0.203179    0.418141   -0.108295
 138.000000   -0.215901    0.397761   -0.110015
 141.000000   -0.230599    0.378316   -0.115230
 144.000000   -0.249962    0.360866   -0.128413
 147.000000   -0.265576    0.350124   -0.141560
 150.000000   -0.331275    0.323263   -0.156555
 153.000000   -0.347637    0.309376   -0.175162
 156.000000   -0.363998    0.293954   -0.193112
 159.000000   -0.380360    0.276912   -0.211062
 162.000000   -0.347222    0.276120   -0.191849
 165.000000   -0.289328    0.283967   -0.154051
 168.000000   -0.231435    0.283763   -0.107081
 171.000000   -0.173444    0.280622   -0.070532
 174.000000   -0.115261    0.282893   -0.046713
 177.000000   -0.057077    0.284283   -0.022895
 180.000000    0.000067    0.284801   -0.000067
 ------------------------------------------------------------------------------
