! AeroL.Airfoil V2.0.0 Powered by Zhao Zizhen
This file targets OpenWECD 1.0.2+ and stores the quasi-steady polar table used by AeroL.
===========  Airfoil information  (General data)  ===========
30                Thickness      - airfoil thickness to chord ratio (%)
1          ReyNum        - Reynolds number (-)
25                PMCentre       - pitching moment reference position (%)
"./IEA-15-240-RWT_AF22_Coords.txt"                Geometry       - airfoil geometry coordinate file
===========  Airfoil data  (Aerofoil Database) ===========
 1    InterpOrd  - Interpolation order to use for quasi-steady table lookup {1=linear; 2=cubic spline; default=1}
        200   NumAlf            ! Number of data lines in the following table
    Alpha      Cl      Cd        Cm
  23.939394    1.462003    0.191373   -0.137127
  24.545454    1.442960    0.203919   -0.140782
  25.151516    1.426328    0.216377   -0.144478
  25.757576    1.409944    0.228832   -0.148173
  26.363636    1.393751    0.241285   -0.151868
  26.969696    1.377845    0.253709   -0.155562
  27.575758    1.362009    0.266139   -0.159256
  28.181818    1.348160    0.278426   -0.162869
  28.787878    1.338740    0.290353   -0.166300
  29.393940    1.329381    0.302267   -0.169735
  30.000000    1.320082    0.314174   -0.173175
  33.000000    1.266820    0.374651   -0.190501
  36.000000    1.198182    0.438270   -0.208118
  39.000000    1.137435    0.504780   -0.225404
  42.000000    1.079316    0.572378   -0.240000
  45.000000    1.023088    0.640729   -0.252591
  48.000000    0.964940    0.709269   -0.265182
  51.000000    0.905049    0.776848   -0.277095
  54.000000    0.843802    0.843093   -0.288658
  57.000000    0.781030    0.907673   -0.299966
  60.000000    0.715502    0.968513   -0.311204
  63.000000    0.648044    1.025894   -0.322288
  66.000000    0.578896    1.079735   -0.333294
  69.000000    0.507937    1.129048   -0.344301
  72.000000    0.435269    1.171703   -0.354783
  75.000000    0.361893    1.209351   -0.365147
  78.000000    0.288048    1.241810   -0.375368
  81.000000    0.214256    1.266627   -0.385095
  84.000000    0.141437    1.284265   -0.394192
  87.000000    0.069914    1.295952   -0.403082
  90.000000    0.000000    1.301615   -0.411971
  93.000000   -0.048940    1.295952   -0.416713
  96.000000   -0.099006    1.284265   -0.421455
  99.000000   -0.149979    1.266627   -0.425664
 102.000000   -0.201633    1.241810   -0.428174
 105.000000   -0.253325    1.209351   -0.429334
 108.000000   -0.304688    1.171703   -0.430082
 111.000000   -0.355556    1.129048   -0.430443
 114.000000   -0.405228    1.079735   -0.429097
 117.000000   -0.453631    1.025894   -0.427751
 120.000000   -0.500851    0.968513   -0.426592
 123.000000   -0.546721    0.907673   -0.425807
 126.000000   -0.590661    0.843093   -0.425300
 129.000000   -0.633534    0.776848   -0.425978
 132.000000   -0.675458    0.709269   -0.428254
 135.000000   -0.716162    0.640729   -0.433640
 138.000000   -0.756775    0.572378   -0.439034
 141.000000   -0.798481    0.504780   -0.446565
 144.000000   -0.841793    0.438270   -0.456622
 147.000000   -0.890389    0.374651   -0.467044
 150.000000   -0.849936    0.313187   -0.474826
 153.000000   -0.764943    0.255774   -0.455621
 156.000000   -0.679949    0.202657   -0.433718
 159.000000   -0.594955    0.154061   -0.411819
 162.000000   -0.509962    0.110826   -0.423616
 165.000000   -0.424968    0.073625   -0.452260
 168.000000   -0.339975    0.043809   -0.480904
 171.000000   -0.254981    0.033058   -0.450000
 174.000000   -0.169987    0.028018   -0.300000
 177.000000   -0.084994    0.024899   -0.150000
 180.000000    0.000000    0.023729    0.000000
 ------------------------------------------------------------------------------
